,Acceleration,Agility,Awareness,Ball Carrier Vision,Block Shedding,Carrying,Catch In Traffic,Catching,Elusiveness,Finesse Moves,Hit Power,Impact Blocking,Injury,Juke Move,Jumping,Man Coverage,Name,Overall Rating,Pass Block,Play Action,Play Recognition,Position,Power Moves,Press,Pursuit,Release,Route Running,Run Block,Spectacular Catch,Speed,Spin Move,Stamina,Stiff Arm,Strength,Tackle,Team,Throw Accuracy Deep,Throw Accuracy Mid,Throw Accuracy Short,Throw Power,Throw on the Run,Toughness,Trucking,Zone Coverage,Wt,Vertical,Bench,Broad Jump,3Cone,Shuttle,40yd
715,87,88,61,81,44,73,82,84,69,17,38,55,88,76,91,23,Jehu Chesson,68,48,6,18,WR,10,15,49,66,63,57,85,90,67,92,64,65,42,Chiefs,15,15,20,30,15,80,53,30,204.0,35.5,10.0,132.0,6.7,4.09,4.47
723,91,93,57,77,22,68,77,75,72,11,15,46,89,84,88,16,Demarcus Robinson,65,38,14,21,WR,11,16,34,64,65,43,83,88,71,90,41,59,23,Chiefs,16,18,21,24,18,76,34,24,203.0,34.5,14.181818181818182,123.0,6.77,4.19,4.59
731,90,85,64,74,30,69,73,72,61,10,15,48,88,73,89,15,Seantavius Jones,61,35,25,25,WR,10,15,42,60,53,40,84,88,74,85,44,59,25,Chiefs,31,34,35,43,28,75,43,25,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
740,92,96,93,94,35,64,89,89,95,10,15,43,89,93,86,12,T.Y. Hilton,88,33,6,22,WR,10,15,37,86,95,60,91,94,86,93,53,41,20,Colts,6,10,15,22,10,84,31,22,183.0,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.34
747,94,87,79,78,35,73,83,88,68,10,15,57,91,77,91,15,Donte Moncrief,80,45,15,26,WR,10,10,35,79,81,62,86,92,74,92,66,62,34,Colts,15,25,30,35,25,75,69,26,221.0,39.5,13.0,132.0,7.02,4.3,4.4
753,89,85,80,78,54,73,83,86,77,10,15,49,92,78,89,16,Kamar Aiken,78,45,6,18,WR,10,15,46,75,82,61,79,89,72,83,66,62,37,Colts,6,10,15,35,10,60,63,19,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
765,92,96,68,82,28,62,82,83,82,10,14,46,77,88,89,18,Phillip Dorsett,73,32,6,24,WR,10,10,34,62,72,62,84,96,90,88,34,65,20,Colts,6,10,15,34,10,70,28,25,185.0,37.0,13.0,122.0,6.7,4.11,4.33
778,93,91,70,78,40,69,78,83,77,10,12,42,88,86,84,13,Chester Rogers,70,30,6,19,WR,10,18,30,62,69,49,77,89,82,91,38,56,25,Colts,6,10,15,35,10,72,43,25,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
788,91,87,64,78,35,70,79,75,77,10,12,43,86,81,83,11,Quan Bray,65,40,10,20,WR,10,19,40,57,65,40,72,89,77,87,43,62,39,Colts,15,20,25,38,15,72,35,20,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
796,89,84,46,73,45,73,80,85,67,10,26,49,91,72,89,23,Bug Howard,64,44,6,21,WR,10,15,40,64,62,54,85,86,61,89,71,64,32,Colts,15,15,20,36,15,83,61,30,221.0,37.5,14.181818181818182,119.0,6.95,4.14,4.58
807,92,90,43,79,39,60,70,72,78,11,15,45,87,82,83,16,Valdez Showers,60,30,6,21,WR,11,16,37,65,68,40,67,89,80,88,54,61,31,Colts,6,10,15,35,10,76,51,24,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
808,92,92,51,61,24,56,74,75,88,10,15,38,87,88,82,19,JoJo Natson,59,34,17,23,WR,10,15,26,52,56,42,72,90,84,92,38,50,20,Colts,10,15,20,24,23,75,40,22,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
814,91,89,91,89,35,72,97,95,91,10,15,60,86,85,98,19,Dez Bryant,91,45,18,15,WR,10,15,55,94,87,61,97,89,74,92,86,76,40,Cowboys,27,31,39,44,35,93,75,18,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
822,89,93,88,85,49,79,85,87,83,10,15,41,91,86,90,15,Cole Beasley,81,32,6,35,WR,10,15,66,67,89,39,80,88,87,94,43,61,39,Cowboys,6,10,15,35,10,88,44,25,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
823,92,87,82,81,40,75,86,87,77,10,22,52,92,83,86,12,Terrance Williams,80,52,15,18,WR,10,10,45,78,83,62,85,90,77,90,55,57,39,Cowboys,20,25,35,29,20,79,57,30,208.0,32.5,11.0,119.0,7.01,4.32,4.52
839,90,88,77,69,37,77,78,81,63,10,15,56,88,83,93,22,Brice Butler,74,45,10,27,WR,10,25,30,77,73,48,86,92,84,84,41,56,35,Cowboys,10,10,15,35,10,67,47,20,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
849,91,93,64,83,32,68,81,84,80,10,29,47,92,89,80,18,Ryan Switzer,73,39,41,23,WR,10,10,42,68,84,52,85,89,74,95,43,62,33,Cowboys,43,47,52,58,48,82,42,25,181.0,32.0,11.0,116.0,6.77,4.0,4.51
861,88,87,52,74,26,72,80,85,64,10,24,58,86,71,86,16,Noah Brown,67,50,17,22,WR,10,10,31,79,64,54,86,87,63,88,80,72,28,Cowboys,19,23,27,33,28,75,42,24,222.0,35.25526315789474,19.0,121.61290322580645,7.07,4.33,4.495333333333335
872,93,89,52,77,36,62,75,76,81,11,47,47,89,84,96,47,Andy Jones,64,45,6,40,WR,11,40,45,69,64,48,74,88,73,90,52,60,50,Cowboys,6,10,15,32,10,85,45,55,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
877,92,82,57,83,55,66,65,73,83,10,15,45,92,86,91,15,Uzoma Nwachukwu,63,42,6,18,WR,10,15,49,79,56,46,71,88,84,88,50,74,45,Cowboys,6,10,15,28,10,76,49,15,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
887,91,92,88,93,45,81,89,96,88,10,12,59,90,93,86,10,Jarvis Landry,88,40,6,29,WR,10,10,55,85,86,54,93,91,84,92,69,66,45,Dolphins,6,10,15,33,10,90,73,15,205.0,28.5,12.0,110.0,121.61290322580645,4.206999999999997,4.65
894,93,88,82,86,35,74,86,87,68,10,12,42,87,81,90,10,DeVante Parker,81,39,10,20,WR,10,10,40,82,83,59,84,91,76,88,64,69,36,Dolphins,20,25,30,28,20,84,66,20,209.0,36.5,17.0,125.0,121.61290322580645,4.206999999999997,4.45
896,92,91,84,78,34,73,83,87,84,10,12,48,92,79,86,11,Kenny Stills,80,43,20,24,WR,10,10,35,75,82,60,84,92,72,90,39,51,29,Dolphins,15,20,25,30,15,78,46,22,194.0,33.5,16.0,124.0,121.61290322580645,4.35,4.38
922,89,87,61,75,35,68,83,83,67,11,15,42,88,74,88,16,Leonte Carroo,69,40,6,21,WR,11,16,38,72,74,41,79,89,68,91,51,62,34,Dolphins,6,10,15,35,10,79,41,24,211.0,35.5,14.0,120.0,121.61290322580645,4.206999999999997,4.5
931,91,90,52,69,24,73,79,83,63,10,24,45,89,67,85,20,Isaiah Ford,67,40,26,20,WR,10,17,32,67,80,44,83,88,62,90,41,61,28,Dolphins,26,30,36,39,38,77,31,27,194.0,35.5,14.0,127.0,6.94,4.34,4.61
932,95,91,51,83,19,69,70,80,83,11,15,42,85,86,87,16,Jakeem Grant,67,37,15,21,WR,11,16,39,57,78,40,69,96,76,87,34,62,20,Dolphins,21,26,28,35,23,77,25,24,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
942,88,85,49,78,28,72,81,78,72,10,26,50,92,74,86,18,Damore'ea Stringfellow,64,52,19,18,WR,10,10,37,70,65,56,85,85,68,91,71,68,30,Dolphins,22,26,31,33,24,80,59,26,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
945,90,87,48,75,36,69,77,76,74,27,33,52,77,74,83,28,Rashawn Scott,63,43,30,23,WR,21,29,46,72,59,57,83,88,57,86,76,66,27,Dolphins,22,26,31,38,42,67,41,40,199.0,32.5,17.0,116.0,121.61290322580645,4.206999999999997,4.54
954,90,84,49,72,35,64,74,80,62,10,22,43,91,72,88,15,Mitch Mathews,60,45,6,25,WR,10,17,28,62,60,46,76,89,69,90,40,66,32,Dolphins,6,10,15,23,10,85,26,25,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
962,86,87,87,85,54,73,95,89,69,10,15,57,91,73,91,19,Alshon Jeffery,87,45,6,30,WR,10,15,30,95,89,64,97,89,83,90,83,79,35,Eagles,6,10,15,29,10,88,75,22,216.0,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.48
980,92,90,78,88,36,70,83,80,84,10,12,55,92,77,92,20,Torrey Smith,78,43,24,25,WR,10,15,35,78,78,63,88,90,82,95,66,60,35,Eagles,24,22,26,35,22,86,43,25,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
993,90,92,67,82,25,64,78,74,85,10,15,40,90,86,87,18,Nelson Agholor,71,24,6,24,WR,10,10,26,72,76,59,80,91,83,91,44,64,21,Eagles,6,10,15,25,10,74,48,22,198.0,35.25526315789474,12.0,121.61290322580645,121.61290322580645,4.206999999999997,4.42
997,90,85,69,79,49,74,76,83,71,10,59,62,89,73,85,11,Mack Hollins,70,49,10,20,WR,10,10,68,65,68,56,81,90,66,87,74,63,51,Eagles,15,20,25,27,23,77,61,22,221.0,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.53
1009,89,92,57,83,22,74,75,81,84,19,24,42,87,87,78,20,Shelton Gibson,67,38,6,21,WR,11,20,37,63,70,42,85,93,79,93,46,40,26,Eagles,6,10,15,24,10,72,34,28,191.0,32.0,8.0,118.0,6.83,4.2,4.5
1013,90,87,57,73,30,67,77,79,80,34,43,45,86,76,91,44,Paul Turner,66,41,39,47,WR,29,48,52,64,66,51,81,88,72,87,53,59,48,Eagles,37,40,42,44,56,77,57,56,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1024,91,86,59,63,27,58,76,77,67,10,12,41,86,75,85,15,Bryce Treggs,61,30,40,22,WR,10,10,38,52,63,38,70,92,71,88,48,51,33,Eagles,40,44,50,44,49,64,40,26,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1029,89,85,41,69,40,65,72,73,76,31,48,50,89,72,87,41,David Watford,56,45,60,27,WR,24,39,57,66,49,47,75,87,66,89,58,64,51,Eagles,60,64,66,83,72,79,59,52,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1032,92,95,99,96,45,79,97,98,89,10,15,60,89,91,97,19,Julio Jones,98,50,6,20,WR,10,15,49,98,96,65,98,94,84,93,84,78,44,Falcons,6,10,15,45,10,95,74,25,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1045,89,87,85,88,60,77,85,93,73,10,15,63,92,74,88,39,Mohamed Sanu Sr,82,47,25,39,WR,10,15,57,79,82,62,90,88,75,93,82,75,47,Falcons,65,52,49,77,35,85,74,52,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1049,95,94,82,81,32,73,80,86,80,10,15,46,87,89,95,19,Taylor Gabriel,80,32,25,17,WR,10,15,24,65,84,55,83,95,82,88,38,60,25,Falcons,31,31,35,35,42,55,31,22,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1061,90,92,69,78,35,67,85,84,81,10,12,49,92,86,87,10,Justin Hardy,73,35,6,20,WR,10,15,35,60,78,57,85,87,85,90,46,63,25,Falcons,6,10,15,35,10,83,59,25,192.0,36.5,11.0,114.0,6.63,4.21,4.56
1066,90,91,79,82,39,65,72,79,85,10,15,46,93,87,85,12,Andre Roberts,72,30,6,26,WR,10,15,45,71,73,46,82,89,79,89,30,47,29,Falcons,6,10,15,38,10,75,50,20,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1086,89,90,55,75,24,69,73,74,72,10,15,45,88,73,84,15,Devin Fuller,62,40,6,20,WR,10,15,32,67,60,40,71,93,75,88,66,56,27,Falcons,6,10,15,27,10,78,27,25,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1099,92,89,48,77,40,57,75,75,83,10,20,43,84,83,77,13,Josh Magee,57,30,25,18,WR,10,18,35,48,55,42,72,89,79,89,36,47,27,Falcons,38,45,48,66,53,77,38,25,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1101,94,97,94,94,45,73,90,93,94,10,15,42,89,97,94,18,Odell Beckham Jr,93,40,6,22,WR,10,45,39,92,96,61,99,94,89,95,76,49,40,Giants,10,10,15,45,10,92,43,22,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1113,91,93,82,83,24,75,81,86,84,11,15,46,90,82,91,16,Sterling Shepard,80,41,18,21,WR,11,16,41,75,85,62,83,90,76,91,49,68,33,Giants,17,20,22,27,21,86,41,24,194.0,41.0,20.0,123.0,7.0,4.35,4.48
1135,88,89,75,84,45,72,76,80,87,10,12,42,88,87,81,10,Dwayne Harris,71,36,35,15,WR,10,10,35,64,72,50,83,87,81,93,54,62,31,Giants,40,47,56,66,67,91,64,22,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1148,90,95,64,71,37,69,76,77,88,10,12,49,87,77,89,13,Tavarres King,67,45,10,20,WR,10,18,35,65,65,43,77,89,84,92,37,45,25,Giants,15,20,25,35,15,72,38,25,189.0,36.5,11.0,123.0,6.91,4.33,4.47
1149,88,86,63,79,39,63,74,76,76,11,15,45,87,80,85,16,Roger Lewis Jr,67,36,6,42,WR,11,16,37,70,70,50,73,91,78,88,54,60,31,Giants,6,10,15,35,10,78,51,24,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1156,89,90,50,80,27,73,73,83,71,11,26,48,88,82,77,16,Travis Rudolph,66,52,24,20,WR,11,16,36,72,79,55,76,86,69,91,55,55,29,Giants,16,20,26,33,29,80,27,24,189.0,31.5,12.0,114.0,6.93,4.46,4.65
1172,92,84,47,72,40,70,75,75,66,10,15,52,89,72,92,15,Andrew Turzilli,59,40,6,25,WR,10,25,35,66,49,46,77,88,68,87,59,63,44,Giants,6,10,15,23,10,70,53,20,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1177,93,89,90,85,40,84,89,89,77,10,15,53,89,83,92,18,Allen Robinson,87,38,6,26,WR,10,25,44,91,88,62,94,90,72,91,65,67,42,Jaguars,6,10,15,30,10,78,60,24,220.0,39.0,14.181818181818182,127.0,7.0,4.0,4.6
1184,91,88,87,87,42,78,84,82,79,10,12,49,92,84,87,10,Allen Hurns,81,35,6,27,WR,10,10,37,83,83,40,86,88,77,89,58,73,35,Jaguars,6,10,15,32,10,84,61,21,198.0,31.0,14.0,120.0,7.23,4.5,4.55
1187,91,92,83,85,40,72,84,87,86,10,12,54,85,87,90,13,Marqise Lee,80,35,18,20,WR,10,18,30,77,82,56,87,89,80,95,59,52,25,Jaguars,23,30,37,42,30,84,47,25,192.0,38.0,14.181818181818182,127.0,121.61290322580645,4.01,4.52
1201,92,95,59,83,28,74,81,86,82,10,26,40,82,87,83,17,Dede Westbrook,75,33,23,20,WR,10,15,36,76,82,36,83,93,67,95,63,57,23,Jaguars,18,22,27,32,28,77,39,26,178.0,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1207,92,91,69,78,25,65,73,78,85,10,12,45,85,89,87,13,Rashad Greene Sr,71,33,15,20,WR,10,20,35,76,77,33,74,88,77,91,32,54,25,Jaguars,25,32,34,35,25,69,29,25,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1209,89,84,71,79,30,73,81,75,63,10,15,65,78,77,89,15,Arrelious Benn,70,50,6,18,WR,10,15,49,82,65,55,79,84,70,87,81,74,35,Jaguars,6,10,15,35,10,77,72,25,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1238,91,89,47,74,24,73,78,77,73,14,18,46,91,82,81,17,Amba Etta-Tawo,63,42,22,13,WR,10,23,31,68,61,51,80,90,67,88,58,67,23,Jaguars,15,18,23,28,26,76,58,26,208.0,31.0,14.0,126.0,6.95,4.32,4.49
1245,94,91,52,84,26,60,63,70,88,10,12,43,75,89,86,11,Shane Wynn,60,25,15,25,WR,10,10,29,51,66,28,65,94,87,88,25,53,17,Jaguars,20,30,35,25,15,55,23,25,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1255,92,85,83,83,47,76,82,84,73,10,15,54,93,79,88,18,Quincy Enunwa,79,41,6,22,WR,10,15,49,78,81,63,84,91,74,87,65,64,47,Jets,6,10,15,24,10,82,70,18,225.0,35.25526315789474,19.0,121.61290322580645,121.61290322580645,4.206999999999997,4.41
1261,93,86,77,76,37,74,82,84,76,20,15,49,88,82,93,11,Marquess Wilson,75,43,15,20,WR,20,10,29,72,74,55,88,88,79,88,46,47,29,Jets,15,15,15,38,15,84,37,22,194.0,34.5,7.0,122.0,6.65,4.33,4.51
1262,90,88,74,77,26,68,78,82,75,10,12,43,80,80,86,20,Robby Anderson,74,35,6,25,WR,10,10,38,76,77,60,83,94,74,89,48,58,21,Jets,6,10,15,29,10,78,37,25,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1266,91,86,67,80,28,75,83,83,76,10,24,53,87,80,82,22,ArDarius Stewart,74,39,26,20,WR,10,25,37,78,76,46,81,89,73,92,69,67,33,Jets,29,33,38,43,39,76,69,31,204.0,34.0,14.181818181818182,124.0,121.61290322580645,4.206999999999997,4.49
1281,91,88,61,81,29,75,82,84,78,10,30,55,87,81,84,19,Chad Hansen,70,48,6,23,WR,10,15,36,70,66,55,86,89,68,93,62,71,28,Jets,10,14,18,25,27,77,31,14,202.0,35.0,11.0,119.0,6.74,4.13,4.53
1283,89,87,65,78,39,67,77,80,77,11,15,40,85,82,88,16,Jalin Marshall,70,35,25,21,WR,11,16,37,70,74,43,79,87,79,89,53,69,31,Jets,37,37,40,50,30,80,50,24,200.0,37.5,16.0,125.0,6.8,4.13,4.6
1285,90,89,65,79,60,72,70,77,72,10,15,52,84,81,90,20,Devin Smith,70,25,15,35,WR,10,15,70,78,67,48,88,91,78,85,64,62,57,Jets,20,25,30,35,10,87,51,25,196.0,39.0,10.0,122.0,121.61290322580645,4.15,4.42
1286,92,88,68,87,29,71,78,79,89,10,15,41,88,88,85,18,Lucky Whitehead,70,34,6,24,WR,10,10,34,61,72,40,72,93,80,92,39,66,25,Jets,6,10,15,34,10,80,38,25,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1302,91,90,73,81,45,71,68,64,73,10,25,54,94,76,87,20,Kenbrell Thompkins,67,45,6,19,WR,10,25,37,67,74,48,86,87,70,90,55,56,39,Jets,6,10,15,35,10,79,61,24,193.0,33.5,8.0,121.0,6.88,4.21,4.54
1304,94,89,50,78,39,68,78,76,74,11,15,45,82,77,86,16,Charone Peake,66,44,24,21,WR,11,16,37,67,67,54,72,93,71,88,70,66,27,Jets,24,22,26,31,22,77,65,24,209.0,35.5,12.0,122.0,6.96,4.46,4.45
1310,93,91,64,79,35,64,67,72,77,10,12,45,92,83,83,15,Frankie Hammond,63,35,6,20,WR,10,15,35,52,69,37,73,90,80,87,39,54,25,Jets,6,10,15,35,10,67,34,35,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1325,91,95,90,92,35,75,87,88,95,10,15,49,89,91,91,18,Golden Tate III,87,18,15,25,WR,10,15,49,85,87,59,88,89,85,95,71,59,19,Lions,20,25,25,27,10,89,65,22,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1327,90,90,87,87,35,83,87,83,80,10,12,49,89,86,91,20,Marvin Jones Jr,84,46,10,15,WR,10,20,10,83,85,66,91,90,83,89,65,70,32,Lions,15,20,25,35,15,88,53,15,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1345,90,85,64,81,33,73,83,87,76,10,36,49,88,78,85,20,Kenny Golladay,74,39,31,25,WR,10,25,38,72,74,48,87,90,68,89,79,71,30,Lions,20,24,29,36,33,85,68,29,218.0,35.5,18.0,120.0,7.0,4.15,4.5
1363,93,86,68,75,32,71,82,79,69,10,15,45,89,73,78,10,Jared Abbrederis,69,25,6,25,WR,10,15,29,76,74,46,69,89,72,92,36,39,28,Lions,6,10,15,33,10,82,34,16,195.0,30.5,4.0,117.0,6.8,4.08,4.5
1367,92,92,61,80,35,71,81,81,81,10,12,40,94,82,82,15,T.J. Jones,69,44,6,26,WR,10,10,40,63,74,51,79,90,75,91,46,54,34,Lions,6,10,15,21,10,75,44,26,188.0,33.0,14.181818181818182,119.0,6.82,4.27,4.46
1381,91,94,59,87,40,58,69,77,87,20,15,45,88,87,92,15,Keshawn Martin,66,33,10,15,WR,15,15,35,58,73,41,77,90,82,93,39,46,25,Lions,10,10,10,35,10,67,35,20,188.0,39.5,13.0,122.0,6.85,4.13,4.42
1386,92,87,54,79,43,69,77,77,81,28,48,51,87,81,84,30,Jace Billingsley,64,38,40,24,WR,20,30,41,58,64,49,73,90,76,88,64,68,49,Lions,47,50,56,62,61,85,63,38,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1398,91,88,98,95,45,78,93,97,79,15,12,45,87,88,84,15,Jordy Nelson,91,25,6,15,WR,15,10,39,89,93,58,95,88,78,96,65,67,31,Packers,6,10,15,37,10,85,45,20,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1401,92,93,87,91,35,84,87,96,90,10,12,45,87,92,87,13,Randall Cobb,87,45,32,20,WR,10,18,35,85,85,64,86,91,89,93,48,56,35,Packers,35,53,64,70,67,88,40,25,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1404,93,88,86,83,52,69,94,89,76,10,15,45,92,86,92,18,Davante Adams,84,38,6,26,WR,10,25,44,83,85,43,88,88,78,89,61,63,42,Packers,6,10,15,30,10,74,63,24,212.0,39.5,14.0,123.0,6.82,4.3,4.56
1437,92,92,62,71,35,72,77,79,55,10,15,42,95,81,90,15,Jeff Janis,68,38,6,25,WR,10,17,35,64,70,38,80,92,73,88,46,71,40,Packers,6,10,15,23,10,65,50,25,219.0,37.5,20.0,123.0,6.64,3.98,4.42
1438,87,82,61,75,35,66,77,79,72,10,12,44,87,73,85,13,Geronimo Allison,67,35,6,27,WR,10,10,18,70,72,48,79,87,72,88,61,60,39,Packers,6,10,15,35,10,74,62,21,196.0,33.0,14.181818181818182,127.0,7.4,4.28,4.67
1443,90,86,53,78,27,73,76,83,67,18,30,52,89,68,93,19,Malachi Dupre,66,46,23,25,WR,12,17,33,67,68,54,85,88,58,91,62,58,26,Packers,17,23,28,38,30,79,53,22,196.0,39.5,11.0,135.0,7.19,4.26,4.52
1448,90,84,59,81,33,75,79,79,66,15,29,48,96,70,85,16,DeAngelo Yancey,66,45,6,21,WR,11,16,38,66,62,48,86,88,62,88,67,73,23,Packers,6,10,15,35,10,85,42,24,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1450,93,91,58,81,40,63,71,77,72,20,15,47,88,83,93,15,Trevor Davis,64,38,10,15,WR,15,15,35,59,64,44,82,92,74,92,37,61,22,Packers,10,10,10,24,10,71,26,20,188.0,38.5,11.0,124.0,6.6,4.22,4.42
1455,92,86,42,79,52,63,74,75,67,10,12,49,87,73,86,15,Max McCaffrey,62,35,6,42,WR,10,10,35,70,70,43,73,90,75,88,60,64,33,Packers,6,10,15,21,10,95,68,26,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1473,88,87,87,83,45,77,93,89,69,10,12,60,90,85,87,20,Kelvin Benjamin,85,49,22,25,WR,10,15,35,93,84,61,94,86,74,87,82,74,41,Panthers,20,22,24,35,19,75,74,25,240.0,32.5,13.0,119.0,7.33,4.39,4.61
1489,90,87,72,68,48,78,81,82,76,10,15,55,88,82,88,15,Devin Funchess,76,50,6,25,WR,10,15,35,87,74,58,86,89,76,84,63,69,35,Panthers,6,10,15,35,10,85,72,25,232.0,38.5,17.0,122.0,121.61290322580645,4.206999999999997,4.7
1497,93,91,69,82,24,74,76,80,80,18,24,43,90,85,88,20,Curtis Samuel,73,38,6,28,WR,12,23,32,69,76,46,79,95,74,89,48,58,26,Panthers,6,10,15,27,10,74,38,28,196.0,37.0,18.0,119.0,7.09,4.33,4.31
1504,90,90,71,78,43,71,79,80,72,10,15,56,93,87,91,18,Russell Shepard,71,45,40,25,WR,10,15,59,75,69,56,74,90,77,87,54,45,35,Panthers,52,55,54,68,50,73,60,26,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
1509,88,83,72,76,58,73,79,82,65,10,15,49,90,74,85,15,Brenton Bersin,69,45,6,25,WR,10,15,65,67,76,50,76,85,74,86,58,49,44,Panthers,6,10,15,23,10,76,63,18,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
